"","season","name","team","age","w","l","g","gs","sv","bs","ip","babip","h","r","er","hr","bb","so","fip","war","player_id","year_in_mlb","sum_yrs"
"2735",2010,"Matt Garza","TBR",26,15,10,33,32,1,0,204.2,0.272,193,94,89,28,63,150,4.42,2.1,3340,5,15
"2736",2011,"Matt Garza","CHC",27,10,10,31,31,0,0,198,0.306,186,90,73,14,63,197,2.95,4.7,3340,6,55
"2737",2012,"Matt Garza","CHC",28,5,7,18,18,0,0,103.2,0.271,90,48,45,15,32,96,4.17,0.9,3340,7,55
"2738",2013,"Matt Garza","- - -",29,10,6,24,24,0,0,155.1,0.29,150,73,66,20,42,136,3.88,2.1,3340,8,55
"2739",2014,"Matt Garza","MIL",30,8,8,27,27,0,0,163.1,0.268,143,77,66,12,50,126,3.54,2.5,3340,9,55
"2740",2015,"Matt Garza","MIL",31,6,14,26,25,0,0,148.2,0.319,176,102,93,23,57,104,4.94,0.4,3340,10,55
"2741",2012,"Matt Harvey","NYM",23,3,5,10,10,0,0,59.1,0.262,42,19,18,5,26,70,3.3,1.3,11713,1,15
"2742",2013,"Matt Harvey","NYM",24,9,5,26,26,0,0,178.1,0.28,135,46,45,7,31,191,2,6.9,11713,2,15
"2743",2015,"Matt Harvey","NYM",26,13,8,29,29,0,0,189.1,0.272,156,62,57,18,37,188,3.05,4,11713,3,15
"2744",2016,"Matt Harvey","NYM",27,4,10,17,17,0,0,92.2,0.353,111,55,50,8,25,76,3.47,1.8,11713,4,15
"2745",2017,"Matt Harvey","NYM",28,5,7,19,18,0,0,92.2,0.307,110,70,69,21,47,67,6.37,-0.9,11713,5,15
"2746",1886,"Matt Kilroy","BAL",20,29,34,68,68,0,NA,583,0.292,476,350,218,10,182,513,2.5,10,1006910,1,15
"2747",1887,"Matt Kilroy","BAL",21,46,19,69,69,0,NA,589.1,0.285,585,326,201,9,157,217,3.54,7.8,1006910,2,15
"2748",1888,"Matt Kilroy","BAL",22,17,21,40,40,0,NA,321,0.307,347,224,144,5,79,135,2.76,3,1006910,3,15
"2749",1889,"Matt Kilroy","BAL",23,29,25,59,56,0,NA,480.2,0.291,476,283,152,8,142,217,3.28,6.4,1006910,4,15
"2750",1890,"Matt Kilroy","BSR",24,9,15,30,27,0,NA,217.2,0.31,268,161,103,14,87,48,4.56,1.4,1006910,5,15
"2751",2015,"Matthew Boyd","- - -",24,1,6,13,12,0,0,57.1,0.316,71,50,48,17,20,43,6.59,-0.6,15440,1,15
"2752",2016,"Matthew Boyd","DET",25,6,5,20,18,0,0,97.1,0.286,97,51,49,17,29,82,4.75,1.1,15440,2,15
"2753",2017,"Matthew Boyd","DET",26,6,11,26,25,0,0,135,0.33,157,84,79,18,53,110,4.51,2.1,15440,3,15
